# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 13 11:55:02 BRT 2020 [seed=1589381700927]
# -beagle_GPU -beagle_order 1 apes.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	speciation
35000	-1815.089538463382	1.066580670496423	-1816.1561191338785	0.06785024373361531	0.2549362337136883	10.18078696883629	22.642037605923875	0.3118069341569436	0.2745777735979316	0.1678231162897324	0.2457921759553927	1.0	1.0	-1816.1561191338785	0.0	9.007060081529172
36000	-1816.1441109203784	-0.060148777570873335	-1816.0839621428074	0.07121070277225333	0.257513424015675	20.56594278771524	30.32894305539659	0.3108421923321431	0.2771575431860962	0.15784862169935301	0.254151642782408	1.0	1.0	-1816.0839621428074	0.0	9.822175879206416
37000	-1817.5834454409735	-0.45913567289722046	-1817.1243097680763	0.07182113825938297	0.26663795047267264	22.74878257440156	29.617712739795774	0.3051459981774492	0.26234488912659576	0.15818868628329177	0.2743204264126636	1.0	1.0	-1817.1243097680763	0.0	9.556869392372908
38000	-1815.70098785336	1.8153685935524946	-1817.5163564469124	0.06700576806198862	0.25316962993828945	15.110038050732436	16.87074733901885	0.3104738488169557	0.2538523266961075	0.14897649208437538	0.2866973324025616	1.0	1.0	-1817.5163564469124	0.0	9.75139373099169
39000	-1815.3480438187303	0.18391049357882316	-1815.5319543123092	0.06869359181463637	0.26937097986267255	12.46460124623933	31.36756083879702	0.3055822396903008	0.25874393582276245	0.15628780469925282	0.2793860197876842	1.0	1.0	-1815.5319543123092	0.0	9.25686178165971
40000	-1818.3886258423772	-0.9637718641117203	-1817.4248539782654	0.058604195299811444	0.23818110508510687	9.815648641474327	51.682282389628675	0.324096233470571	0.2702371568944843	0.15865720640470843	0.24700940323023657	1.0	1.0	-1817.4248539782654	0.0	9.081987520932229
41000	-1815.9056491217777	0.2591698787403267	-1816.164819000518	0.06142008013835716	0.25241775374017417	13.449891957400117	33.10066965056488	0.30868725985030016	0.2711553370804027	0.16350003504955216	0.2566573680197453	1.0	1.0	-1816.164819000518	0.0	9.599863849607676
42000	-1813.9658786649416	1.5761147979345171	-1815.541993462876	0.06162054477126319	0.24479933688025493	14.391218329924968	20.045244608711435	0.31156675776508597	0.26449402790458343	0.1579566754994707	0.2659825388308602	1.0	1.0	-1815.541993462876	0.0	9.810130207712149
43000	-1814.8124909465644	0.6208253595976245	-1815.433316306162	0.06067860059057633	0.24024608331375952	11.160393781531042	29.801439040443835	0.32821999261850066	0.24784079305116866	0.1524610061826411	0.2714782081476898	1.0	1.0	-1815.433316306162	0.0	9.380615312818367
44000	-1812.737777426906	1.9774961778347278	-1814.7152736047408	0.06339971482355165	0.2457254575156771	15.6546319628198	16.33905942798909	0.3165842304406289	0.2544901847536307	0.16085798055762474	0.268067604248116	1.0	1.0	-1814.7152736047408	0.0	9.907092624997732
45000	-1814.182924550659	1.489837256110647	-1815.6727618067696	0.06038305400867249	0.245661671107772	17.05740521056833	19.751547500427147	0.3389925269790729	0.24737702304655376	0.14577156848501538	0.2678588814893583	1.0	1.0	-1815.6727618067696	0.0	9.992571494404334
46000	-1815.3790025348337	-0.04796607115405571	-1815.3310364636798	0.06463023413507892	0.25303961127107044	7.25729656032721	30.051492890427554	0.3301062415166169	0.24508545900027526	0.1565881832814094	0.2682201162016988	1.0	1.0	-1815.3310364636798	0.0	8.073653423883359
47000	-1814.6955969158782	0.8482082029171121	-1815.5438051187953	0.05639067185567654	0.21840130350748083	4.912169384831726	15.373453616022521	0.3313320339170365	0.2532878191481277	0.16096829744881783	0.2544118494860183	1.0	1.0	-1815.5438051187953	0.0	6.885754173968043
48000	-1815.0866802656171	-0.006463665906917271	-1815.0802165997102	0.06968409864024196	0.2602857464916224	18.598434573901734	31.384162572618745	0.3105569891564926	0.27011882206068505	0.15795351465306892	0.2613706741297538	1.0	1.0	-1815.0802165997102	0.0	9.7744796457755
49000	-1820.3816345335215	0.4737950350059972	-1820.8554295685276	0.06599943578689388	0.24659318995431972	10.654523021910457	30.32295418252043	0.3061004213820374	0.2855539344917047	0.17416126928413525	0.23418437484212304	1.0	1.0	-1820.8554295685276	0.0	9.202589675036537
50000	-1825.037016848256	-1.390847463599318	-1823.6461693846566	0.07260290286573164	0.24880643212561923	4.97111848182831	37.28558786427573	0.3148308596097136	0.26997268921235973	0.1892277560555554	0.22596869512237175	1.0	1.0	-1823.6461693846566	0.0	6.781378054036949
51000	-1823.100157918536	-0.034268771763148465	-1823.0658891467729	0.05067011691457047	0.19947233139308979	16.974611811509504	48.77683534234872	0.30429543221809535	0.25720209092038204	0.18738955007216376	0.2511129267893593	1.0	1.0	-1823.0658891467729	0.0	10.772628632147594
52000	-1820.0599052099367	1.7372854435601859	-1821.797190653497	0.048773792246123694	0.2128646855657931	9.698313559265923	19.838588620031313	0.3118169554196019	0.259659912987063	0.17741324690141794	0.25110988469191764	1.0	1.0	-1821.797190653497	0.0	9.295331586310718
53000	-1815.101119157982	1.5267743751432281	-1816.6278935331254	0.07082630788730124	0.25706588881704007	7.759906524604513	15.828256149993756	0.326652870049132	0.25044131208532	0.1719694726056334	0.25093634525991504	1.0	1.0	-1816.6278935331254	0.0	8.250044173736336
54000	-1813.890508778223	0.7589238935817555	-1814.6494326718048	0.06135262391692629	0.22733427130403305	23.73413270696039	25.006298529181436	0.316976841324831	0.25212315188349693	0.16259124969635502	0.2683087570953175	1.0	1.0	-1814.6494326718048	0.0	10.438989289308253
55000	-1813.9850651574247	0.8932306350456507	-1814.8782957924705	0.053172641060991496	0.2065489165138471	18.267427930425946	32.771043025145076	0.31617998169068934	0.25391632539387554	0.15917417549814328	0.2707295174172923	1.0	1.0	-1814.8782957924705	0.0	10.752480450679727
56000	-1815.9869595613168	0.1197915120214681	-1816.1067510733383	0.06567360445429746	0.27597696565281693	17.66978160738907	27.60976954834041	0.31889845309258097	0.2640051784101611	0.1602917479457997	0.25680462055145875	1.0	1.0	-1816.1067510733383	0.0	9.48282692195135
57000	-1818.197791012114	-0.6770475664242426	-1817.5207434456897	0.06134883384202534	0.23532883285726613	35.6101551931097	21.54948664510881	0.3042378230002691	0.2706107284142219	0.15374295253074322	0.2714084960547663	1.0	1.0	-1817.5207434456897	0.0	9.483058017604428
58000	-1815.029190222013	0.4679184784429058	-1815.497108700456	0.06926856742907309	0.2533561493997009	13.174741069517319	30.39047862411361	0.29392653848475886	0.27270347181640425	0.15947635482726663	0.27389363487157076	1.0	1.0	-1815.497108700456	0.0	9.553605538622666
59000	-1817.6369248026742	1.2289332016905714	-1818.8658580043648	0.06704012668602043	0.2702349273850359	12.70277987973376	20.28551835630543	0.3130251137111129	0.26285163155193036	0.15619053613697448	0.2679327185999827	1.0	1.0	-1818.8658580043648	0.0	9.276369490012245
60000	-1812.9809147824262	0.8624004950402275	-1813.8433152774664	0.06792816109013916	0.2602200528018743	9.281546975420971	23.291099414463957	0.3111718930861212	0.26510712178499785	0.1591824429363938	0.26453854219248757	1.0	1.0	-1813.8433152774664	0.0	8.724896520186995
61000	-1813.9334783281452	-0.11371433728248981	-1813.8197639908626	0.06507237853140245	0.24782739155050795	7.457859619071269	31.8779179034247	0.311698407084362	0.2750833809897959	0.15095378478579463	0.26226442714004794	1.0	1.0	-1813.8197639908626	0.0	8.19808039762704
62000	-1816.1879515004866	2.0813016557252997	-1818.269253156212	0.048758035347631415	0.1938112110219737	12.452106410652302	21.19466900358312	0.3237755522531396	0.2708306979475089	0.1570123662661014	0.2483813835332505	1.0	1.0	-1818.269253156212	0.0	10.196091167828973
63000	-1817.3890564137007	1.7799105153684494	-1819.1689669290693	0.0572530088867133	0.19854907345916095	13.556369020838465	24.113499762258524	0.32354714318944855	0.2779761563096425	0.14242321802975527	0.25605348247115395	1.0	1.0	-1819.1689669290693	0.0	10.3426778680946
64000	-1816.2865470438483	0.124886654970636	-1816.4114336988189	0.06649978399299353	0.26166505668943246	11.098631261007444	32.90883688229169	0.32354714318944855	0.2638978461637313	0.13216713996522558	0.2803878706815948	1.0	1.0	-1816.4114336988189	0.0	9.129984976392672
65000	-1816.421138395072	0.2716906592547179	-1816.6928290543267	0.06820750266680756	0.24900833999987898	23.053518958398307	25.566171015094802	0.3340600577961834	0.24849750290886718	0.1405095021849262	0.2769329371100234	1.0	1.0	-1816.6928290543267	0.0	9.948573633504976
66000	-1813.1131004421275	1.251594363312167	-1814.3646948054397	0.06131863781553559	0.23739568111353088	18.553022317194678	22.39616493530875	0.3342711425897749	0.2541508380552585	0.13566872794010018	0.27590929141486664	1.0	1.0	-1814.3646948054397	0.0	10.19875614995879
67000	-1813.9194025940785	1.9173837154037408	-1815.8367863094822	0.05649397030205245	0.22084990166756416	15.076250819912849	20.073298533836056	0.3342711425897749	0.2561168640522544	0.13953835802170694	0.270073635336264	1.0	1.0	-1815.8367863094822	0.0	10.236015050405294
68000	-1815.7029506417418	2.441547530018843	-1818.1444981717607	0.0553840200373706	0.21780091336503887	13.006782644798413	15.925683108877944	0.32168202914158184	0.2561168640522544	0.1357412154061822	0.28645989139998185	1.0	1.0	-1818.1444981717607	0.0	9.994465676567975
69000	-1820.2128379151966	1.402542774102887	-1821.6153806892994	0.06429396320063344	0.2665101664991603	10.110053906846174	18.53595137513617	0.3293962968141017	0.2500844792506239	0.13979336728926192	0.28072585664601285	1.0	1.0	-1821.6153806892994	0.0	8.873219675223078
70000	-1815.425912077045	0.7450251687985556	-1816.1709372458436	0.07302004146182439	0.272412465182429	17.690825410955497	21.84403126018431	0.3290967088133677	0.24771509449942875	0.14581071499689646	0.27737748169030746	1.0	1.0	-1816.1709372458436	0.0	9.546029472849245
71000	-1813.5299534608391	1.1784655829588697	-1814.708419043798	0.06040161375565912	0.24768597058628639	13.893973715753138	23.44043861214064	0.3202904538672599	0.24866360176509833	0.14660847424548484	0.2844374701221573	1.0	1.0	-1814.708419043798	0.0	9.715933637409817
72000	-1816.0815876608972	0.4163159026931602	-1816.4979035635904	0.06973652379061532	0.2547541308372923	8.379899375659553	27.145770127081377	0.31740196093353495	0.24257755063799744	0.1612969242493452	0.2787235641791228	1.0	1.0	-1816.4979035635904	0.0	8.494365551770086
73000	-1813.9852473363947	0.391760144510517	-1814.3770074809051	0.06486689561011728	0.25862714938104414	10.909080610113502	29.942903516214717	0.3246355521102261	0.251329157483657	0.15614877569897423	0.2678865147071431	1.0	1.0	-1814.3770074809051	0.0	9.126593208989828
74000	-1814.0812987683555	0.31170331039119326	-1814.3930020787468	0.06669583565627726	0.23938016631214495	29.849732770920756	19.192067227066854	0.3206793237197209	0.263107631867985	0.15758127690355728	0.2586317675087372	1.0	1.0	-1814.3930020787468	0.0	9.835445441926773
75000	-1813.5464444028578	-0.30297031041662237	-1813.2434740924411	0.05969109235838353	0.23771451455872963	30.98506021947168	23.84567609569283	0.32168326940107717	0.2547139066144297	0.1528365437703091	0.27076628021418436	1.0	1.0	-1813.2434740924411	0.0	9.801927250936235
76000	-1817.962119402697	0.39171701839171646	-1818.3538364210888	0.06901498320347559	0.2661683369884257	9.527519278167155	27.911116446864952	0.31646040729528135	0.24817350805807567	0.14776830593901555	0.2875977787076278	1.0	1.0	-1818.3538364210888	0.0	8.734997924041611
77000	-1817.212329635326	-0.39931402243790437	-1816.813015612888	0.06941442562416678	0.2695406358136534	14.447646020699892	38.4052988297953	0.3072679831644397	0.25455266864361875	0.15058156948431406	0.2875977787076278	1.0	1.0	-1816.813015612888	0.0	9.458429786300359
78000	-1814.6080340334663	0.27035952681824327	-1814.8783935602846	0.06955296533585466	0.26426791507708486	20.67505229064325	24.976423339900535	0.31092368328912107	0.25533644618233475	0.16247928249106525	0.2712605880374794	1.0	1.0	-1814.8783935602846	0.0	9.680885887437721
79000	-1816.4232969905152	0.4337879242505558	-1816.8570849147657	0.06297963678688574	0.23753380109790584	32.43643345157091	15.701006277736488	0.3231416429001513	0.272719144089331	0.15287094189948477	0.25126827111103334	1.0	1.0	-1816.8570849147657	0.0	9.691662069588254
80000	-1815.6252593113854	-1.7174897275739038	-1813.9077695838116	0.06942151363446757	0.25218750910848087	34.63586102080029	27.727294075753655	0.31432270088880415	0.2638910828923095	0.16131092331726704	0.2604752929016197	1.0	1.0	-1813.9077695838116	0.0	8.989716438399606
81000	-1813.7828327287502	1.1989684924085644	-1814.9818012211588	0.06942825936907374	0.2676011669443907	15.89688082186749	19.766880346415885	0.3210583400869369	0.2539172350153728	0.16131092331726704	0.26371350158042367	1.0	1.0	-1814.9818012211588	0.0	9.576590717572815
82000	-1814.7470453244139	0.9968003184585381	-1815.7438456428724	0.06150715535980837	0.25025492331544025	23.58812559341744	17.975537313764054	0.32854032149588575	0.2539172350153728	0.15347285967742308	0.26406958381131873	1.0	1.0	-1815.7438456428724	0.0	9.900672601396412
83000	-1818.5799546138833	-0.6311896741051903	-1817.9487649397781	0.06596927941532725	0.2558320415826955	27.77824560407013	26.607606500263536	0.330440670400364	0.2599792708010419	0.16453938940554688	0.2450406693930475	1.0	1.0	-1817.9487649397781	0.0	9.514700626178858
84000	-1812.8383361110953	1.2848699439678146	-1814.123206055063	0.06272448886131889	0.24511182076808702	11.657180247401504	22.431174672865136	0.3286903164049781	0.24821446987428306	0.15608269105928008	0.26701252266145903	1.0	1.0	-1814.123206055063	0.0	9.422298926574049
85000	-1814.8165171012242	1.7270520274015055	-1816.5435691286257	0.0639000932789337	0.2424207403264147	13.923354130238284	19.08363312451805	0.31494407390255436	0.2538227474000307	0.14486803109687818	0.286365147600537	1.0	1.0	-1816.5435691286257	0.0	9.792528101484326
86000	-1815.6080817940351	0.016204104487812288	-1815.6242858985229	0.0603074669306882	0.23055551721047624	10.61960137128084	38.4976637806754	0.3013170603813167	0.2692851008442086	0.14637804542110253	0.28301979335337246	1.0	1.0	-1815.6242858985229	0.0	9.365099710517132
87000	-1816.5803692683244	1.3963878371922291	-1817.9767571055165	0.056471229201617894	0.22561147106309845	13.124847458063842	24.188873361053673	0.3127887277469847	0.26346229157401024	0.1436781330309117	0.2800708476480937	1.0	1.0	-1817.9767571055165	0.0	9.911419788344414
88000	-1819.0381128052293	-1.1868028806287967	-1817.8513099246004	0.07505023971091758	0.2909824337207068	27.6027598364707	22.643234442224546	0.31280476886936537	0.2578835356616649	0.15724724192145784	0.2720644535475123	1.0	1.0	-1817.8513099246004	0.0	8.557660574370857
89000	-1819.72990777972	-2.1231059671712558	-1817.6068018125486	0.05246264959599402	0.20524862027060295	51.82931757408349	23.75022654221643	0.32606926945494247	0.2484887623397874	0.15346333369226653	0.271978634513004	1.0	1.0	-1817.6068018125486	0.0	9.101883905826938
90000	-1814.8118514230855	-0.04371267764083697	-1814.7681387454447	0.06768266288164472	0.2592683103541982	20.85970782824046	29.330876484329043	0.32439991821536124	0.2703557411576113	0.15113385112868014	0.2541104894983478	1.0	1.0	-1814.7681387454447	0.0	9.780836012680677
91000	-1817.5966493510348	0.27514622262432376	-1817.871795573659	0.05474529830036616	0.22027047515125653	27.056411812850122	28.405652759165292	0.322605614031224	0.27281855345996203	0.1596218646104741	0.24495396789834029	1.0	1.0	-1817.871795573659	0.0	10.52989137809139
92000	-1820.5738036838077	-4.174765021440354	-1816.3990386623673	0.05919465950958189	0.2442147883080152	46.84094414673232	35.027068743237336	0.31038493903947656	0.2618747938461312	0.17846104081505015	0.2492792262993425	1.0	1.0	-1816.3990386623673	0.0	7.794537217927063
93000	-1816.7608592479703	-0.20656240370106715	-1816.5542968442692	0.0650487593586408	0.25093104249891085	22.68155830276829	30.95830429408154	0.3038561108040226	0.2680833071699755	0.17958435576579737	0.24847622626020488	1.0	1.0	-1816.5542968442692	0.0	9.916253853257434
94000	-1815.1848595958822	0.4136815713569959	-1815.5985411672393	0.06971273926108218	0.2570423378198678	18.6363688093694	27.17131700631771	0.3198542660570037	0.26567544965968304	0.17399543462106454	0.24047484966224902	1.0	1.0	-1815.5985411672393	0.0	9.835239112346013
95000	-1818.7264372089476	0.17846749378855087	-1818.904904702736	0.06291566772472408	0.2604141321359249	14.354731388589094	32.477951213204534	0.3274458890781077	0.2593139624841652	0.17013644638225695	0.24310370205547044	1.0	1.0	-1818.904904702736	0.0	9.582223090159308
96000	-1814.4474132375005	0.09745159252375757	-1814.5448648300244	0.06491069063077629	0.24544766740466728	24.680497812236037	26.244183567859395	0.3429341839200401	0.2571180342516832	0.1556528747822511	0.2442949070460259	1.0	1.0	-1814.5448648300244	0.0	9.972296229139829
97000	-1814.802473056177	0.7384451981556577	-1815.5409182543326	0.06821476549261238	0.26220770653813713	21.197774935321313	20.32219786228423	0.3339642950031985	0.26570488535724757	0.1484234604033717	0.25190735923618246	1.0	1.0	-1815.5409182543326	0.0	9.711261151941006
98000	-1815.4449663531389	1.4767491374797004	-1816.9217154906185	0.06497890223732436	0.2408140387639839	21.99352910322923	17.27656847962375	0.3140180814999995	0.2792858250749237	0.14546469152448185	0.2612314019005952	1.0	1.0	-1816.9217154906185	0.0	10.157390822086715
99000	-1816.195541327428	0.026924628214452184	-1816.2224659556423	0.07321532402768384	0.27224731824998794	24.314894565899124	20.945787108240825	0.3136102608107923	0.258764179731305	0.17396202953121523	0.25366352992668767	1.0	1.0	-1816.2224659556423	0.0	9.335780699258315
100000	-1816.7424162571333	0.3235053498700413	-1817.0659216070032	0.06749003916698372	0.2381354397425139	13.02524445734133	34.6966233623567	0.3045718746445985	0.26933653755879605	0.1566367404625416	0.26945484733406405	1.0	1.0	-1817.0659216070032	0.0	9.732674462303581
101000	-1820.7249041179098	-3.1033066232429656	-1817.6215974946667	0.07672329944754895	0.27243601593183553	37.28707825196204	29.702391507356097	0.30172642135210614	0.279024737323691	0.15538023308901094	0.2638686082351922	1.0	1.0	-1817.6215974946667	0.0	7.934891150639575
